shipment_id,customer_id,route_id,origin_address,destination_address,weight_kg,package_type,service_type,pickup_date,estimated_delivery,actual_delivery,status,total_cost_idr,tracking_number
SHP01693,CUS0117,RTE022,"Jl. Melati No. 30, Surabaya","Jl. Imam Bonjol No. 169, Semarang",30.0,paket_kecil,regular,2023-06-26,2023-06-29,2023-06-28,delivered,270000,TRK2306260005
SHP01694,CUS0149,RTE075,"Jl. Asia Afrika No. 42, Palembang","Jl. Kenanga No. 232, Padang",8.6,paket_sedang,regular,2024-09-09,2024-09-13,2024-09-13,delivered,116100,TRK2409090001
SHP01695,CUS0198,RTE003,"Jl. Gatot Subroto No. 275, Jakarta","Jl. Asia Afrika No. 229, Tangerang",34.9,paket_besar,regular,2022-04-20,2022-04-21,2022-04-23,delivered,244300,TRK2204200002
SHP01696,CUS0492,RTE043,"Jl. Raya Bogor No. 230, Semarang","Jl. Anggrek No. 267, Surabaya",32.8,paket_besar,express,2023-08-07,2023-08-08,2023-08-09,delivered,590400,TRK2308070001
SHP01697,CUS0460,RTE080,"Jl. Cempaka No. 30, Manado","Jl. Hayam Wuruk No. 83, Gorontalo",46.5,paket_kecil,express,2022-09-12,2022-09-14,,in_transit,1023000,TRK2209120002
SHP01698,CUS0114,RTE036,"Jl. Kenanga No. 210, Bandung","Jl. Hayam Wuruk No. 214, Solo",17.9,paket_besar,express,2024-12-30,2025-01-01,,in_transit,375900,TRK2412300002
SHP01699,CUS0105,RTE002,"Jl. Cendrawasih No. 40, Jakarta","Jl. Melati No. 109, Bogor",31.6,paket_sedang,same_day,2023-10-04,2023-10-04,2023-10-04,delivered,758400,TRK2310040006
SHP01700,CUS0250,RTE013,"Jl. Cendrawasih No. 103, Jakarta","Jl. Asia Afrika No. 87, Padang",29.9,fragile,regular,2023-12-23,2023-12-28,2023-12-28,delivered,463450,TRK2312230001
SHP01701,CUS0183,RTE054,"Jl. Asia Afrika No. 215, Makassar","Jl. Cempaka No. 157, Balikpapan",30.5,paket_kecil,express,2024-11-04,2024-11-06,2024-11-06,delivered,701500,TRK2411040001
SHP01702,CUS0588,RTE028,"Jl. Anggrek No. 298, Surabaya","Jl. Mangga No. 28, Balikpapan",19.7,fragile,regular,2022-04-07,2022-04-11,2022-04-11,delivered,246250,TRK2204070004
SHP01703,CUS0213,RTE002,"Jl. Melati No. 40, Jakarta","Jl. Cendrawasih No. 253, Bogor",17.5,paket_besar,express,2022-12-18,2022-12-19,2022-12-19,delivered,280000,TRK2212180003
SHP01704,CUS0228,RTE025,"Jl. Cendrawasih No. 62, Surabaya","Jl. Veteran No. 40, Makassar",23.6,paket_besar,regular,2023-07-03,2023-07-07,2023-07-08,delivered,283200,TRK2307030002
SHP01705,CUS0047,RTE040,"Jl. Margonda No. 29, Semarang","Jl. Veteran No. 244, Yogyakarta",33.7,paket_sedang,same_day,2023-08-29,2023-08-29,2023-08-29,delivered,808800,TRK2308290002
SHP01706,CUS0341,RTE065,"Jl. Veteran No. 175, Yogyakarta","Jl. Margonda No. 216, Surabaya",45.2,paket_besar,regular,2025-01-27,2025-01-30,2025-02-01,delivered,406800,TRK2501270004
SHP01707,CUS0127,RTE020,"Jl. Melati No. 143, Surabaya","Jl. Pajajaran No. 112, Malang",30.2,paket_kecil,regular,2023-12-02,2023-12-03,2023-12-03,delivered,226500,TRK2312020001
SHP01708,CUS0279,RTE009,"Jl. Cempaka No. 95, Jakarta","Jl. Hayam Wuruk No. 286, Malang",44.0,dokumen,same_day,2023-06-05,2023-06-05,,in_transit,1881000,TRK2306050002
SHP01709,CUS0506,RTE054,"Jl. Pahlawan No. 55, Makassar","Jl. Margonda No. 94, Balikpapan",35.4,paket_sedang,regular,2022-09-06,2022-09-10,2022-09-11,delivered,407100,TRK2209060002
SHP01710,CUS0405,RTE030,"Jl. Mangga No. 134, Surabaya","Jl. Gajah Mada No. 133, Palembang",5.0,paket_kecil,same_day,2023-05-31,2023-05-31,2023-05-31,delivered,202500,TRK2305310003
SHP01711,CUS0097,RTE041,"Jl. Imam Bonjol No. 112, Semarang","Jl. Setiabudi No. 27, Solo",30.2,dokumen,same_day,2024-08-21,2024-08-21,2024-08-22,delivered,724800,TRK2408210001
SHP01712,CUS0534,RTE044,"Jl. Setiabudi No. 24, Semarang","Jl. Kebon Jeruk No. 220, Denpasar",34.8,paket_kecil,express,2025-01-07,2025-01-09,2025-01-10,delivered,904800,TRK2501070002
SHP01713,CUS0285,RTE005,"Jl. Kenanga No. 91, Jakarta","Jl. Margonda No. 56, Semarang",23.1,paket_sedang,regular,2023-11-05,2023-11-08,2023-11-09,delivered,219450,TRK2311050004
SHP01714,CUS0096,RTE054,"Jl. Imam Bonjol No. 261, Makassar","Jl. Gatot Subroto No. 35, Balikpapan",43.9,paket_kecil,express,2024-08-21,2024-08-23,,in_transit,1009700,TRK2408210002
SHP01715,CUS0197,RTE055,"Jl. Mawar No. 15, Makassar","Jl. Melati No. 70, Surabaya",6.1,paket_sedang,same_day,2023-08-25,2023-08-25,2023-08-30,delivered,247050,TRK2308250002
SHP01716,CUS0185,RTE040,"Jl. Diponegoro No. 88, Semarang","Jl. Kebon Jeruk No. 88, Yogyakarta",36.8,fragile,regular,2024-12-11,2024-12-13,2024-12-16,delivered,276000,TRK2412110003
SHP01717,CUS0236,RTE008,"Jl. Cendrawasih No. 126, Jakarta","Jl. Pahlawan No. 121, Solo",21.8,paket_kecil,regular,2022-07-12,2022-07-15,2022-07-18,delivered,228900,TRK2207120004
SHP01718,CUS0103,RTE040,"Jl. Pemuda No. 138, Semarang","Jl. Pahlawan No. 152, Yogyakarta",38.1,paket_sedang,regular,2022-11-15,2022-11-17,2022-11-18,delivered,285750,TRK2211150002
SHP01719,CUS0032,RTE021,"Jl. Margonda No. 144, Surabaya","Jl. Veteran No. 189, Yogyakarta",0.5,paket_sedang,regular,2024-04-22,2024-04-25,2024-04-25,delivered,4500,TRK2404220001
SHP01720,CUS0094,RTE016,"Jl. Raya Bogor No. 264, Jakarta","Jl. Cendrawasih No. 34, Manado",49.0,paket_sedang,regular,2022-01-17,2022-01-24,2022-01-25,delivered,1053500,TRK2201170001
SHP01721,CUS0590,RTE037,"Jl. Asia Afrika No. 159, Bandung","Jl. Melati No. 180, Malang",9.7,paket_sedang,same_day,2022-05-14,2022-05-14,2022-05-17,delivered,320100,TRK2205140002
SHP01722,CUS0479,RTE005,"Jl. Hayam Wuruk No. 160, Jakarta","Jl. Kebon Jeruk No. 69, Semarang",15.1,paket_kecil,regular,2022-04-25,2022-04-28,2022-04-29,delivered,143450,TRK2204250003
SHP01723,CUS0184,RTE050,"Jl. Gatot Subroto No. 37, Medan","Jl. Sudirman No. 103, Jakarta",16.0,paket_kecil,regular,2023-01-07,2023-01-12,2023-01-14,delivered,288000,TRK2301070002
SHP01724,CUS0180,RTE005,"Jl. Kebon Jeruk No. 90, Jakarta","Jl. Veteran No. 246, Semarang",19.2,paket_kecil,express,2024-05-17,2024-05-18,,delivered,422400,TRK2405170007
SHP01725,CUS0178,RTE022,"Jl. Mangga No. 178, Surabaya","Jl. Veteran No. 119, Semarang",26.9,dokumen,regular,2022-07-10,2022-07-13,2022-07-15,delivered,242100,TRK2207100002
SHP01726,CUS0555,RTE025,"Jl. Cempaka No. 9, Surabaya","Jl. Cempaka No. 119, Makassar",39.2,paket_kecil,regular,2022-11-01,2022-11-05,2022-11-05,delivered,470400,TRK2211010001
SHP01727,CUS0388,RTE055,"Jl. Raya Bogor No. 91, Makassar","Jl. Anggrek No. 97, Surabaya",13.6,paket_kecil,regular,2024-11-25,2024-11-29,2024-11-30,delivered,163200,TRK2411250002
SHP01728,CUS0236,RTE031,"Jl. Ahmad Yani No. 107, Surabaya","Jl. Melati No. 190, Pekanbaru",5.2,fragile,express,2024-02-20,2024-02-23,2024-02-23,delivered,210600,TRK2402200001
SHP01729,CUS0261,RTE005,"Jl. Anggrek No. 223, Jakarta","Jl. Setiabudi No. 186, Semarang",40.6,paket_kecil,regular,2022-12-28,2022-12-31,2022-12-31,delivered,385700,TRK2212280003
SHP01730,CUS0137,RTE071,"Jl. Hayam Wuruk No. 176, Pekanbaru","Jl. Sudirman No. 231, Padang",13.5,paket_kecil,regular,2023-12-13,2023-12-15,2023-12-15,delivered,114750,TRK2312130005
SHP01731,CUS0573,RTE067,"Jl. Cempaka No. 192, Balikpapan","Jl. Cempaka No. 140, Samarinda",44.0,fragile,express,2022-01-17,2022-01-18,2022-01-18,delivered,748000,TRK2201170002
SHP01732,CUS0438,RTE078,"Jl. Cendrawasih No. 146, Pontianak","Jl. Hayam Wuruk No. 108, Balikpapan",16.2,dokumen,express,2024-04-09,2024-04-11,,in_transit,453600,TRK2404090004
SHP01733,CUS0337,RTE006,"Jl. Ahmad Yani No. 235, Jakarta","Jl. Asia Afrika No. 282, Surabaya",26.2,dokumen,same_day,2023-11-28,2023-11-28,2023-11-28,delivered,903900,TRK2311280003
SHP01734,CUS0564,RTE066,"Jl. Mawar No. 109, Yogyakarta","Jl. Ahmad Yani No. 146, Bandung",37.0,paket_sedang,regular,2024-02-12,2024-02-15,2024-02-16,delivered,351500,TRK2402120006
SHP01735,CUS0445,RTE056,"Jl. Mawar No. 276, Makassar","Jl. Cempaka No. 297, Kendari",13.0,dokumen,express,2022-08-07,2022-08-08,,in_transit,247000,TRK2208070003
SHP01736,CUS0469,RTE003,"Jl. Cendrawasih No. 300, Jakarta","Jl. Thamrin No. 44, Tangerang",42.3,paket_sedang,regular,2022-06-15,2022-06-16,2022-06-15,delivered,296100,TRK2206150001
SHP01737,CUS0221,RTE068,"Jl. Ahmad Yani No. 230, Balikpapan","Jl. Asia Afrika No. 173, Banjarmasin",19.7,paket_besar,regular,2024-06-04,2024-06-07,2024-06-09,delivered,187150,TRK2406040002
SHP01738,CUS0001,RTE044,"Jl. Gatot Subroto No. 278, Semarang","Jl. Pajajaran No. 259, Denpasar",21.2,dokumen,regular,2024-02-27,2024-03-02,2024-03-03,delivered,243800,TRK2402270002
SHP01739,CUS0300,RTE034,"Jl. Mangga No. 93, Bandung","Jl. Merdeka No. 146, Yogyakarta",34.7,fragile,regular,2024-06-09,2024-06-12,2024-06-13,delivered,329650,TRK2406090002
SHP01740,CUS0336,RTE003,"Jl. Ahmad Yani No. 166, Jakarta","Jl. Setiabudi No. 9, Tangerang",32.3,paket_besar,regular,2023-04-15,2023-04-16,2023-04-17,delivered,226100,TRK2304150004
SHP01741,CUS0319,RTE006,"Jl. Diponegoro No. 136, Jakarta","Jl. Pahlawan No. 288, Surabaya",21.8,paket_sedang,express,2025-01-04,2025-01-06,2025-01-07,delivered,501400,TRK2501040001
SHP01742,CUS0340,RTE058,"Jl. Asia Afrika No. 154, Denpasar","Jl. Thamrin No. 67, Surabaya",16.6,fragile,express,2023-05-08,2023-05-09,2023-05-10,delivered,356900,TRK2305080004
SHP01743,CUS0503,RTE055,"Jl. Pajajaran No. 89, Makassar","Jl. Setiabudi No. 193, Surabaya",43.7,paket_kecil,regular,2024-04-22,2024-04-26,2024-04-28,delivered,524400,TRK2404220002
SHP01744,CUS0256,RTE067,"Jl. Kebon Jeruk No. 148, Balikpapan","Jl. Mangga No. 126, Samarinda",38.0,paket_sedang,express,2022-04-17,2022-04-18,2022-04-19,delivered,646000,TRK2204170003
SHP01745,CUS0201,RTE042,"Jl. Anggrek No. 180, Semarang","Jl. Veteran No. 10, Malang",36.0,dokumen,same_day,2022-06-12,2022-06-12,2022-06-15,delivered,999000,TRK2206120002
SHP01746,CUS0145,RTE057,"Jl. Kenanga No. 296, Denpasar","Jl. Imam Bonjol No. 171, Mataram",4.3,paket_besar,express,2023-03-03,2023-03-04,2023-03-03,delivered,77400,TRK2303030001
SHP01747,CUS0302,RTE065,"Jl. Gajah Mada No. 76, Yogyakarta","Jl. Margonda No. 251, Surabaya",23.0,paket_sedang,same_day,2024-08-30,2024-08-30,,in_transit,586500,TRK2408300001
SHP01748,CUS0050,RTE028,"Jl. Imam Bonjol No. 168, Surabaya","Jl. Cendrawasih No. 76, Balikpapan",2.7,paket_kecil,regular,2023-03-18,2023-03-22,2023-03-22,delivered,33750,TRK2303180002
SHP01749,CUS0289,RTE028,"Jl. Kebon Jeruk No. 133, Surabaya","Jl. Imam Bonjol No. 261, Balikpapan",39.1,paket_kecil,same_day,2023-05-16,2023-05-16,,in_transit,1407600,TRK2305160001
SHP01750,CUS0239,RTE014,"Jl. Kenanga No. 37, Jakarta","Jl. Raya Bogor No. 78, Pekanbaru",9.9,paket_kecil,express,2024-05-13,2024-05-16,2024-05-16,delivered,311850,TRK2405130002
SHP01751,CUS0049,RTE058,"Jl. Veteran No. 64, Denpasar","Jl. Mawar No. 155, Surabaya",14.1,paket_kecil,regular,2024-05-26,2024-05-29,2024-05-29,delivered,133950,TRK2405260003
SHP01752,CUS0424,RTE018,"Jl. Imam Bonjol No. 126, Jakarta","Jl. Imam Bonjol No. 228, Pontianak",27.0,paket_sedang,express,2024-09-27,2024-09-30,2024-10-02,delivered,634500,TRK2409270001
SHP01753,CUS0272,RTE064,"Jl. Setiabudi No. 192, Yogyakarta","Jl. Cempaka No. 140, Semarang",34.2,paket_sedang,regular,2024-10-25,2024-10-27,2024-10-29,delivered,256500,TRK2410250002
SHP01754,CUS0142,RTE076,"Jl. Gajah Mada No. 98, Palembang","Jl. Mawar No. 236, Jakarta",39.4,paket_besar,regular,2023-05-07,2023-05-10,2023-05-11,delivered,374300,TRK2305070002
SHP01755,CUS0477,RTE054,"Jl. Kenanga No. 244, Makassar","Jl. Pemuda No. 13, Balikpapan",13.3,paket_kecil,express,2024-05-12,2024-05-14,2024-05-15,delivered,305900,TRK2405120002
SHP01756,CUS0083,RTE040,"Jl. Cempaka No. 228, Semarang","Jl. Gajah Mada No. 103, Yogyakarta",15.0,dokumen,same_day,2024-08-22,2024-08-22,2024-08-24,delivered,360000,TRK2408220002
SHP01757,CUS0213,RTE008,"Jl. Cempaka No. 30, Jakarta","Jl. Thamrin No. 24, Solo",28.6,paket_kecil,regular,2024-04-17,2024-04-20,,in_transit,300300,TRK2404170001
SHP01758,CUS0382,RTE051,"Jl. Gajah Mada No. 260, Medan","Jl. Diponegoro No. 124, Batam",37.3,paket_besar,regular,2023-05-16,2023-05-20,2023-05-21,delivered,447600,TRK2305160002
SHP01759,CUS0342,RTE055,"Jl. Gajah Mada No. 126, Makassar","Jl. Hayam Wuruk No. 93, Surabaya",45.7,paket_besar,regular,2024-04-22,2024-04-26,2024-04-26,delivered,548400,TRK2404220003
SHP01760,CUS0033,RTE002,"Jl. Thamrin No. 134, Jakarta","Jl. Mawar No. 15, Bogor",42.8,paket_sedang,regular,2022-05-24,2022-05-25,,in_transit,321000,TRK2205240001
SHP01761,CUS0062,RTE032,"Jl. Pemuda No. 300, Bandung","Jl. Setiabudi No. 186, Bogor",41.2,dokumen,express,2024-10-24,2024-10-25,2024-10-26,delivered,659200,TRK2410240002
SHP01762,CUS0409,RTE041,"Jl. Gatot Subroto No. 45, Semarang","Jl. Kenanga No. 53, Solo",34.2,paket_kecil,regular,2024-07-06,2024-07-08,,lost,256500,TRK2407060001
SHP01763,CUS0284,RTE052,"Jl. Cendrawasih No. 40, Makassar","Jl. Pemuda No. 157, Manado",23.6,paket_sedang,regular,2024-11-11,2024-11-16,2024-11-17,delivered,354000,TRK2411110002
SHP01764,CUS0419,RTE066,"Jl. Melati No. 1, Yogyakarta","Jl. Ahmad Yani No. 237, Bandung",36.7,paket_sedang,express,2024-02-25,2024-02-26,,in_transit,825750,TRK2402250001
SHP01765,CUS0561,RTE019,"Jl. Margonda No. 9, Jakarta","Jl. Pajajaran No. 191, Banjarmasin",35.6,paket_kecil,regular,2024-02-07,2024-02-11,2024-02-10,delivered,480600,TRK2402070002
SHP01766,CUS0070,RTE036,"Jl. Margonda No. 85, Bandung","Jl. Margonda No. 120, Solo",34.6,dokumen,regular,2023-01-16,2023-01-19,2023-01-20,delivered,328700,TRK2301160002
SHP01767,CUS0293,RTE003,"Jl. Hayam Wuruk No. 143, Jakarta","Jl. Melati No. 124, Tangerang",31.2,paket_sedang,regular,2022-05-18,2022-05-19,2022-05-19,delivered,218400,TRK2205180003
SHP01768,CUS0364,RTE009,"Jl. Merdeka No. 46, Jakarta","Jl. Kenanga No. 199, Malang",18.9,paket_kecil,regular,2024-07-12,2024-07-16,2024-07-19,delivered,226800,TRK2407120003
SHP01769,CUS0219,RTE071,"Jl. Mangga No. 47, Pekanbaru","Jl. Ahmad Yani No. 233, Padang",36.7,paket_sedang,regular,2023-06-19,2023-06-21,2023-06-22,delivered,311950,TRK2306190003
SHP01770,CUS0310,RTE017,"Jl. Sudirman No. 97, Jakarta","Jl. Hayam Wuruk No. 135, Balikpapan",14.2,dokumen,same_day,2022-12-07,2022-12-07,,lost,766800,TRK2212070004
SHP01771,CUS0232,RTE065,"Jl. Melati No. 116, Yogyakarta","Jl. Gajah Mada No. 43, Surabaya",26.9,paket_besar,express,2024-04-12,2024-04-13,2024-04-13,delivered,457300,TRK2404120002
SHP01772,CUS0509,RTE062,"Jl. Pemuda No. 49, Yogyakarta","Jl. Merdeka No. 47, Solo",48.5,fragile,regular,2024-11-01,2024-11-02,2024-11-03,delivered,363750,TRK2411010005
SHP01773,CUS0009,RTE019,"Jl. Gajah Mada No. 264, Jakarta","Jl. Gajah Mada No. 101, Banjarmasin",13.5,fragile,regular,2023-10-14,2023-10-18,2023-10-19,delivered,182250,TRK2310140004
SHP01774,CUS0081,RTE045,"Jl. Merdeka No. 270, Semarang","Jl. Setiabudi No. 276, Medan",18.3,paket_kecil,regular,2024-09-28,2024-10-04,,in_transit,366000,TRK2409280003
SHP01775,CUS0564,RTE078,"Jl. Hayam Wuruk No. 176, Pontianak","Jl. Cempaka No. 30, Balikpapan",40.5,paket_sedang,same_day,2022-06-05,2022-06-05,2022-06-08,delivered,1701000,TRK2206050002
SHP01776,CUS0568,RTE049,"Jl. Hayam Wuruk No. 185, Medan","Jl. Anggrek No. 57, Banda Aceh",18.9,paket_kecil,express,2022-12-31,2023-01-01,2023-01-01,delivered,481950,TRK2212310002
SHP01777,CUS0211,RTE013,"Jl. Mangga No. 113, Jakarta","Jl. Pemuda No. 273, Padang",38.1,paket_sedang,express,2022-03-26,2022-03-29,2022-03-31,delivered,1238250,TRK2203260001
SHP01778,CUS0201,RTE069,"Jl. Gatot Subroto No. 133, Balikpapan","Jl. Imam Bonjol No. 97, Pontianak",13.0,paket_besar,regular,2023-10-01,2023-10-05,2023-10-08,delivered,169000,TRK2310010001
SHP01779,CUS0106,RTE078,"Jl. Gajah Mada No. 295, Pontianak","Jl. Mawar No. 124, Balikpapan",48.9,paket_besar,express,2022-07-28,2022-07-30,,in_transit,1369200,TRK2207280005
SHP01780,CUS0178,RTE009,"Jl. Anggrek No. 161, Jakarta","Jl. Diponegoro No. 242, Malang",45.2,paket_kecil,regular,2023-08-29,2023-09-02,2023-09-04,delivered,542400,TRK2308290003
SHP01781,CUS0091,RTE026,"Jl. Veteran No. 43, Surabaya","Jl. Hayam Wuruk No. 183, Solo",18.2,paket_besar,regular,2023-10-19,2023-10-21,2023-10-21,delivered,154700,TRK2310190002
SHP01782,CUS0195,RTE008,"Jl. Pemuda No. 152, Jakarta","Jl. Sudirman No. 231, Solo",22.1,dokumen,same_day,2022-07-24,2022-07-24,2022-07-27,delivered,828750,TRK2207240005
SHP01783,CUS0418,RTE047,"Jl. Cempaka No. 282, Medan","Jl. Pemuda No. 161, Pekanbaru",16.1,paket_sedang,same_day,2024-06-04,2024-06-04,2024-06-04,delivered,519225,TRK2406040003
SHP01784,CUS0313,RTE042,"Jl. Pemuda No. 62, Semarang","Jl. Kenanga No. 95, Malang",29.9,dokumen,regular,2023-07-01,2023-07-04,2023-07-04,delivered,284050,TRK2307010004
SHP01785,CUS0057,RTE054,"Jl. Pemuda No. 43, Makassar","Jl. Cempaka No. 53, Balikpapan",1.2,fragile,express,2024-02-23,2024-02-25,,returned,27600,TRK2402230003
SHP01786,CUS0390,RTE079,"Jl. Gatot Subroto No. 9, Pontianak","Jl. Thamrin No. 270, Jakarta",31.9,paket_kecil,regular,2022-10-02,2022-10-06,2022-10-08,delivered,366850,TRK2210020001
SHP01787,CUS0127,RTE052,"Jl. Kenanga No. 73, Makassar","Jl. Cendrawasih No. 258, Manado",46.3,paket_kecil,regular,2024-10-19,2024-10-24,2024-10-24,delivered,694500,TRK2410190001
SHP01788,CUS0412,RTE022,"Jl. Kebon Jeruk No. 196, Surabaya","Jl. Cempaka No. 292, Semarang",39.0,fragile,regular,2024-12-19,2024-12-22,2024-12-22,delivered,351000,TRK2412190004
SHP01789,CUS0278,RTE064,"Jl. Mangga No. 45, Yogyakarta","Jl. Pajajaran No. 2, Semarang",0.7,paket_sedang,regular,2023-12-22,2023-12-24,2023-12-25,delivered,5250,TRK2312220002
SHP01790,CUS0136,RTE071,"Jl. Kebon Jeruk No. 234, Pekanbaru","Jl. Thamrin No. 104, Padang",8.0,dokumen,express,2024-08-06,2024-08-07,2024-08-10,delivered,164000,TRK2408060002
SHP01791,CUS0274,RTE072,"Jl. Hayam Wuruk No. 253, Pekanbaru","Jl. Pajajaran No. 66, Palembang",12.8,paket_kecil,regular,2022-09-08,2022-09-12,2022-09-12,delivered,147200,TRK2209080004
SHP01792,CUS0359,RTE012,"Jl. Pemuda No. 172, Jakarta","Jl. Pahlawan No. 23, Palembang",16.6,fragile,express,2022-02-17,2022-02-18,2022-02-20,delivered,323700,TRK2202170001
SHP01793,CUS0151,RTE067,"Jl. Imam Bonjol No. 9, Balikpapan","Jl. Imam Bonjol No. 23, Samarinda",14.5,dokumen,regular,2023-06-21,2023-06-23,,returned,108750,TRK2306210002
SHP01794,CUS0014,RTE054,"Jl. Gajah Mada No. 154, Makassar","Jl. Melati No. 135, Balikpapan",22.6,paket_besar,express,2023-11-30,2023-12-02,2023-12-01,delivered,519800,TRK2311300001
SHP01795,CUS0594,RTE003,"Jl. Ahmad Yani No. 43, Jakarta","Jl. Kebon Jeruk No. 258, Tangerang",48.6,paket_sedang,regular,2024-06-11,2024-06-12,,in_transit,340200,TRK2406110002
SHP01796,CUS0402,RTE034,"Jl. Merdeka No. 19, Bandung","Jl. Asia Afrika No. 200, Yogyakarta",16.5,paket_besar,regular,2022-10-03,2022-10-06,2022-10-06,delivered,156750,TRK2210030004
SHP01797,CUS0573,RTE063,"Jl. Anggrek No. 261, Yogyakarta","Jl. Anggrek No. 227, Malang",36.4,paket_kecil,regular,2023-05-02,2023-05-05,2023-05-05,delivered,345800,TRK2305020001
SHP01798,CUS0399,RTE007,"Jl. Cendrawasih No. 66, Jakarta","Jl. Diponegoro No. 12, Yogyakarta",44.2,fragile,same_day,2023-02-01,2023-02-01,2023-02-02,delivered,1524900,TRK2302010003
SHP01799,CUS0010,RTE036,"Jl. Melati No. 142, Bandung","Jl. Raya Bogor No. 229, Solo",45.1,dokumen,express,2022-02-01,2022-02-03,2022-02-03,delivered,947100,TRK2202010002
SHP01800,CUS0018,RTE027,"Jl. Hayam Wuruk No. 63, Surabaya","Jl. Setiabudi No. 132, Medan",42.9,paket_sedang,same_day,2023-10-23,2023-10-23,2023-10-25,delivered,2767050,TRK2310230005
SHP01801,CUS0574,RTE022,"Jl. Margonda No. 292, Surabaya","Jl. Pemuda No. 158, Semarang",3.8,paket_besar,regular,2023-06-16,2023-06-19,,lost,34200,TRK2306160003
SHP01802,CUS0471,RTE073,"Jl. Pajajaran No. 25, Pekanbaru","Jl. Gajah Mada No. 120, Medan",15.5,paket_kecil,regular,2024-01-05,2024-01-08,,in_transit,147250,TRK2401050002
SHP01803,CUS0096,RTE053,"Jl. Melati No. 111, Makassar","Jl. Kebon Jeruk No. 29, Denpasar",41.0,paket_kecil,regular,2022-09-16,2022-09-20,2022-09-21,delivered,471500,TRK2209160002
SHP01804,CUS0404,RTE064,"Jl. Sudirman No. 285, Yogyakarta","Jl. Ahmad Yani No. 262, Semarang",38.0,paket_sedang,express,2024-12-18,2024-12-19,2024-12-21,delivered,551000,TRK2412180004
SHP01805,CUS0424,RTE043,"Jl. Imam Bonjol No. 77, Semarang","Jl. Mangga No. 86, Surabaya",18.4,paket_sedang,express,2024-12-31,2025-01-01,,delivered,331200,TRK2412310003
SHP01806,CUS0191,RTE021,"Jl. Anggrek No. 85, Surabaya","Jl. Margonda No. 275, Yogyakarta",45.1,paket_besar,regular,2024-12-15,2024-12-18,2024-12-18,delivered,405900,TRK2412150001
SHP01807,CUS0252,RTE048,"Jl. Merdeka No. 22, Medan","Jl. Cendrawasih No. 262, Palembang",25.8,paket_sedang,same_day,2023-09-03,2023-09-03,,delivered,1161000,TRK2309030001
SHP01808,CUS0433,RTE063,"Jl. Cendrawasih No. 254, Yogyakarta","Jl. Anggrek No. 10, Malang",30.6,paket_kecil,regular,2023-03-25,2023-03-28,2023-03-29,delivered,290700,TRK2303250002
SHP01809,CUS0276,RTE036,"Jl. Mangga No. 167, Bandung","Jl. Mangga No. 244, Solo",16.8,dokumen,regular,2023-02-15,2023-02-18,2023-02-18,delivered,159600,TRK2302150002
SHP01810,CUS0490,RTE042,"Jl. Gajah Mada No. 169, Semarang","Jl. Cempaka No. 82, Malang",46.2,paket_besar,express,2023-07-17,2023-07-18,,returned,854700,TRK2307170002
SHP01811,CUS0551,RTE059,"Jl. Ahmad Yani No. 45, Denpasar","Jl. Raya Bogor No. 33, Lombok",35.3,paket_kecil,express,2024-03-01,2024-03-02,2024-03-03,delivered,582450,TRK2403010004
SHP01812,CUS0161,RTE055,"Jl. Mawar No. 166, Makassar","Jl. Setiabudi No. 62, Surabaya",42.0,paket_sedang,express,2024-10-06,2024-10-09,,in_transit,1134000,TRK2410060004
SHP01813,CUS0435,RTE033,"Jl. Hayam Wuruk No. 115, Bandung","Jl. Ahmad Yani No. 209, Semarang",17.8,paket_kecil,same_day,2024-01-04,2024-01-04,2024-01-06,delivered,507300,TRK2401040003
SHP01814,CUS0447,RTE040,"Jl. Asia Afrika No. 207, Semarang","Jl. Mawar No. 272, Yogyakarta",30.0,paket_kecil,same_day,2022-01-17,2022-01-17,2022-01-20,delivered,720000,TRK2201170003
SHP01815,CUS0052,RTE073,"Jl. Merdeka No. 180, Pekanbaru","Jl. Pajajaran No. 259, Medan",40.9,dokumen,regular,2024-03-22,2024-03-25,,returned,388550,TRK2403220002
SHP01816,CUS0197,RTE005,"Jl. Gatot Subroto No. 168, Jakarta","Jl. Mangga No. 244, Semarang",32.6,paket_kecil,regular,2022-10-24,2022-10-27,,in_transit,309700,TRK2210240003
SHP01817,CUS0130,RTE068,"Jl. Ahmad Yani No. 278, Balikpapan","Jl. Pajajaran No. 111, Banjarmasin",15.3,paket_sedang,regular,2024-09-09,2024-09-12,,in_transit,145350,TRK2409090002
SHP01818,CUS0391,RTE053,"Jl. Kenanga No. 25, Makassar","Jl. Mangga No. 267, Denpasar",38.3,paket_sedang,express,2022-04-11,2022-04-13,2022-04-18,delivered,1053250,TRK2204110003
SHP01819,CUS0519,RTE005,"Jl. Ahmad Yani No. 5, Jakarta","Jl. Merdeka No. 101, Semarang",45.5,paket_sedang,regular,2023-11-15,2023-11-18,2023-11-21,delivered,432250,TRK2311150003
SHP01820,CUS0450,RTE031,"Jl. Gajah Mada No. 270, Surabaya","Jl. Imam Bonjol No. 205, Pekanbaru",49.3,paket_sedang,regular,2023-10-31,2023-11-05,2023-11-05,delivered,838100,TRK2310310003
SHP01821,CUS0427,RTE003,"Jl. Gajah Mada No. 126, Jakarta","Jl. Mangga No. 79, Tangerang",44.6,dokumen,regular,2024-09-19,2024-09-20,2024-09-23,delivered,312200,TRK2409190001
