record_id,shipment_id,status,update_timestamp,location,notes
RCD05734,SHP01807,delivered,2023-09-06 16:43:00,Palembang,Paket diterima oleh penerima
RCD05735,SHP01808,pickup_confirmed,2023-03-25 00:00:00,Yogyakarta,Pickup confirmed di lokasi pengirim
RCD05736,SHP01808,out_for_delivery,2023-03-28 01:29:00,Malang,Kurir berangkat untuk pengantaran
RCD05737,SHP01808,delivered,2023-03-28 20:50:00,Malang,
RCD05738,SHP01809,pickup_confirmed,2023-02-15 00:00:00,Bandung,Paket dijemput kurir
RCD05739,SHP01809,in_transit,2023-02-16 10:13:00,Transit Bandung,Transit menuju kota tujuan
RCD05740,SHP01809,out_for_delivery,2023-02-16 12:27:00,Solo,Kurir berangkat untuk pengantaran
RCD05741,SHP01809,delivered,2023-02-16 18:05:00,Solo,Delivered successfully
RCD05742,SHP01810,pickup_confirmed,2023-07-17 00:00:00,Semarang,Kurir telah menjemput paket
RCD05743,SHP01810,in_transit,2023-07-19 07:40:00,Transit Semarang,Transit menuju kota tujuan
RCD05744,SHP01810,returned_to_sender,2023-07-19 23:05:00,Semarang,Dikembalikan setelah gagal antar
RCD05745,SHP01811,pickup_confirmed,2024-03-01 00:00:00,Denpasar,Kurir telah menjemput paket
RCD05746,SHP01811,arrived_at_hub,2024-03-01 14:52:00,Hub Lombok,
RCD05747,SHP01811,delivered,2024-03-02 16:03:00,Lombok,Paket diterima oleh penerima
RCD05748,SHP01812,pickup_confirmed,2024-10-06 00:00:00,Makassar,Paket dijemput kurir
RCD05749,SHP01812,arrived_at_hub,2024-10-07 21:44:00,Hub Surabaya,Arrived at distribution center
RCD05750,SHP01813,pickup_confirmed,2024-01-04 00:00:00,Bandung,
RCD05751,SHP01813,arrived_at_hub,2024-01-05 04:17:00,Hub Semarang,Sorting di hub Semarang
RCD05752,SHP01813,delivered,2024-01-05 23:34:00,Semarang,Berhasil diserahkan ke penerima
RCD05753,SHP01814,pickup_confirmed,2022-01-17 00:00:00,Semarang,Pickup confirmed di lokasi pengirim
RCD05754,SHP01814,in_transit,2022-01-17 05:55:00,Transit Semarang,Dalam perjalanan ke Yogyakarta
RCD05755,SHP01814,delivered,2022-01-17 20:47:00,Yogyakarta,
RCD05756,SHP01815,pickup_confirmed,2024-03-22 00:00:00,Pekanbaru,Paket dijemput kurir
RCD05757,SHP01815,failed_delivery,2024-03-22 21:07:00,Medan,Alamat tidak ditemukan
RCD05758,SHP01815,returned_to_sender,2024-03-24 00:58:00,Pekanbaru,Return to sender — pengantaran gagal 3x
RCD05759,SHP01816,pickup_confirmed,2022-10-24 00:00:00,Jakarta,Paket dijemput kurir
RCD05760,SHP01816,arrived_at_hub,2022-10-25 23:10:00,Hub Semarang,Paket tiba di hub Semarang
RCD05761,SHP01817,pickup_confirmed,2024-09-09 00:00:00,Balikpapan,Pickup confirmed di lokasi pengirim
RCD05762,SHP01817,in_transit,2024-09-09 12:12:00,Transit Balikpapan,Paket sedang dikirim menuju Banjarmasin
RCD05763,SHP01817,arrived_at_hub,2024-09-09 17:47:00,Hub Banjarmasin,Arrived at distribution center
RCD05764,SHP01818,pickup_confirmed,2022-04-11 00:00:00,Makassar,Pickup confirmed di lokasi pengirim
RCD05765,SHP01818,in_transit,2022-04-13 20:52:00,Transit Makassar,Dalam perjalanan ke Denpasar
RCD05766,SHP01818,delivered,2022-04-14 15:28:00,Denpasar,Delivered successfully
RCD05767,SHP01819,pickup_confirmed,2023-11-15 00:00:00,Jakarta,Kurir telah menjemput paket
RCD05768,SHP01819,arrived_at_hub,2023-11-17 07:08:00,Hub Semarang,
RCD05769,SHP01819,out_for_delivery,2023-11-18 03:30:00,Semarang,
RCD05770,SHP01819,delivered,2023-11-19 08:59:00,Semarang,Berhasil diserahkan ke penerima
RCD05771,SHP01820,pickup_confirmed,2023-10-31 00:00:00,Surabaya,
RCD05772,SHP01820,in_transit,2023-11-02 09:47:00,Transit Surabaya,Paket sedang dikirim menuju Pekanbaru
RCD05773,SHP01820,delivered,2023-11-02 20:50:00,Pekanbaru,Delivered successfully
RCD05774,SHP01821,pickup_confirmed,2024-09-19 00:00:00,Jakarta,Paket dijemput kurir
RCD05775,SHP01821,in_transit,2024-09-22 09:25:00,Transit Jakarta,Paket sedang dikirim menuju Tangerang
RCD05776,SHP01821,delivered,2024-09-22 14:24:00,Tangerang,Berhasil diserahkan ke penerima
RCD05777,SHP01822,pickup_confirmed,2023-09-05 00:00:00,Jakarta,Paket dijemput kurir
RCD05778,SHP01822,in_transit,2023-09-06 14:44:00,Transit Jakarta,Dalam perjalanan ke Pontianak
RCD05779,SHP01822,arrived_at_hub,2023-09-06 15:33:00,Hub Pontianak,Arrived at distribution center
RCD05780,SHP01822,out_for_delivery,2023-09-07 23:30:00,Pontianak,
RCD05781,SHP01822,delivered,2023-09-08 23:31:00,Pontianak,
RCD05782,SHP01823,pickup_confirmed,2022-11-11 00:00:00,Jakarta,
RCD05783,SHP01823,failed_delivery,2022-11-12 20:34:00,Pekanbaru,Alamat tidak ditemukan
RCD05784,SHP01823,returned_to_sender,2022-11-13 11:12:00,Jakarta,Paket dikembalikan ke pengirim
RCD05785,SHP01824,pickup_confirmed,2023-03-22 00:00:00,Medan,Paket dijemput kurir
RCD05786,SHP01824,arrived_at_hub,2023-03-25 13:41:00,Hub Pekanbaru,Paket tiba di hub Pekanbaru
RCD05787,SHP01824,delivered,2023-03-25 14:40:00,Pekanbaru,Delivered successfully
RCD05788,SHP01825,pickup_confirmed,2023-01-09 00:00:00,Yogyakarta,Pickup confirmed di lokasi pengirim
RCD05789,SHP01825,out_for_delivery,2023-01-10 09:52:00,Semarang,Kurir berangkat untuk pengantaran
RCD05790,SHP01825,delivered,2023-01-10 23:21:00,Semarang,Berhasil diserahkan ke penerima
RCD05791,SHP01826,pickup_confirmed,2024-07-02 00:00:00,Pontianak,Pickup confirmed di lokasi pengirim
RCD05792,SHP01826,in_transit,2024-07-04 08:48:00,Transit Pontianak,Transit menuju kota tujuan
RCD05793,SHP01826,out_for_delivery,2024-07-04 19:49:00,Balikpapan,Out for delivery
RCD05794,SHP01826,delivered,2024-07-05 21:21:00,Balikpapan,Berhasil diserahkan ke penerima
RCD05795,SHP01827,pickup_confirmed,2024-10-30 00:00:00,Yogyakarta,Kurir telah menjemput paket
RCD05796,SHP01827,delivered,2024-10-30 23:51:00,Solo,Delivered successfully
RCD05797,SHP01828,pickup_confirmed,2023-09-21 00:00:00,Medan,Paket dijemput kurir
RCD05798,SHP01828,out_for_delivery,2023-09-24 13:26:00,Palembang,Paket siap diantar ke alamat tujuan
RCD05799,SHP01828,delivered,2023-09-25 01:49:00,Palembang,Berhasil diserahkan ke penerima
RCD05800,SHP01829,pickup_confirmed,2023-05-16 00:00:00,Semarang,
RCD05801,SHP01829,arrived_at_hub,2023-05-16 03:19:00,Hub Denpasar,Paket tiba di hub Denpasar
RCD05802,SHP01829,delivered,2023-05-16 07:56:00,Denpasar,Paket diterima oleh penerima
RCD05803,SHP01830,pickup_confirmed,2022-03-17 00:00:00,Palembang,Kurir telah menjemput paket
RCD05804,SHP01830,in_transit,2022-03-19 08:01:00,Transit Palembang,Transit menuju kota tujuan
RCD05805,SHP01830,arrived_at_hub,2022-03-19 17:35:00,Hub Lampung,Sorting di hub Lampung
RCD05806,SHP01830,delivered,2022-03-19 18:05:00,Lampung,Berhasil diserahkan ke penerima
RCD05807,SHP01831,pickup_confirmed,2024-06-03 00:00:00,Semarang,
RCD05808,SHP01831,arrived_at_hub,2024-06-03 21:15:00,Hub Malang,Arrived at distribution center
RCD05809,SHP01831,delivered,2024-06-03 22:33:00,Malang,Berhasil diserahkan ke penerima
RCD05810,SHP01832,pickup_confirmed,2023-06-29 00:00:00,Jakarta,
RCD05811,SHP01832,arrived_at_hub,2023-06-30 23:57:00,Hub Pekanbaru,Sorting di hub Pekanbaru
RCD05812,SHP01832,delivered,2023-07-01 23:58:00,Pekanbaru,
RCD05813,SHP01833,pickup_confirmed,2024-08-13 00:00:00,Yogyakarta,Kurir telah menjemput paket
RCD05814,SHP01833,in_transit,2024-08-13 07:12:00,Transit Yogyakarta,Paket sedang dikirim menuju Malang
RCD05815,SHP01833,arrived_at_hub,2024-08-13 10:28:00,Hub Malang,Paket tiba di hub Malang
RCD05816,SHP01833,out_for_delivery,2024-08-13 12:39:00,Malang,Out for delivery
RCD05817,SHP01833,delivered,2024-08-15 11:56:00,Malang,Paket diterima oleh penerima
RCD05818,SHP01834,pickup_confirmed,2023-08-13 00:00:00,Jakarta,Pickup confirmed di lokasi pengirim
RCD05819,SHP01834,out_for_delivery,2023-08-13 09:35:00,Yogyakarta,Kurir berangkat untuk pengantaran
RCD05820,SHP01834,delivered,2023-08-13 20:13:00,Yogyakarta,Berhasil diserahkan ke penerima
RCD05821,SHP01835,pickup_confirmed,2023-12-23 00:00:00,Surabaya,Kurir telah menjemput paket
RCD05822,SHP01835,out_for_delivery,2023-12-30 02:15:00,Pekanbaru,Out for delivery
RCD05823,SHP01835,delivered,2023-12-30 20:05:00,Pekanbaru,Paket diterima oleh penerima
RCD05824,SHP01836,pickup_confirmed,2024-09-26 00:00:00,Yogyakarta,Pickup confirmed di lokasi pengirim
RCD05825,SHP01836,in_transit,2024-09-26 00:23:00,Transit Yogyakarta,Transit menuju kota tujuan
RCD05826,SHP01836,delivered,2024-09-26 00:51:00,Surabaya,Paket diterima oleh penerima
RCD05827,SHP01837,pickup_confirmed,2022-10-24 00:00:00,Balikpapan,
RCD05828,SHP01837,out_for_delivery,2022-10-27 08:32:00,Pontianak,Out for delivery
RCD05829,SHP01837,returned_to_sender,2022-10-27 22:16:00,Balikpapan,Paket dikembalikan ke pengirim
RCD05830,SHP01838,pickup_confirmed,2023-12-06 00:00:00,Medan,Paket dijemput kurir
RCD05831,SHP01838,out_for_delivery,2023-12-08 00:10:00,Pekanbaru,Kurir berangkat untuk pengantaran
RCD05832,SHP01838,returned_to_sender,2023-12-11 04:32:00,Medan,
RCD05833,SHP01839,pickup_confirmed,2022-11-15 00:00:00,Pontianak,Paket dijemput kurir
RCD05834,SHP01839,delivered,2022-11-16 14:01:00,Singkawang,
RCD05835,SHP01840,pickup_confirmed,2023-09-11 00:00:00,Bandung,
RCD05836,SHP01840,arrived_at_hub,2023-09-11 00:27:00,Hub Yogyakarta,Sorting di hub Yogyakarta
RCD05837,SHP01840,delivered,2023-09-11 00:31:00,Yogyakarta,Paket diterima oleh penerima
RCD05838,SHP01841,pickup_confirmed,2022-07-16 00:00:00,Jakarta,Paket dijemput kurir
RCD05839,SHP01841,in_transit,2022-07-16 19:48:00,Transit Jakarta,Transit menuju kota tujuan
RCD05840,SHP01841,arrived_at_hub,2022-07-16 23:42:00,Hub Tangerang,Paket tiba di hub Tangerang
RCD05841,SHP01842,pickup_confirmed,2023-10-17 00:00:00,Yogyakarta,Kurir telah menjemput paket
RCD05842,SHP01842,in_transit,2023-10-19 19:37:00,Transit Yogyakarta,Paket sedang dikirim menuju Semarang
RCD05843,SHP01842,arrived_at_hub,2023-10-20 08:13:00,Hub Semarang,
RCD05844,SHP01843,pickup_confirmed,2024-04-04 00:00:00,Semarang,Kurir telah menjemput paket
RCD05845,SHP01843,in_transit,2024-04-04 00:34:00,Transit Semarang,Paket sedang dikirim menuju Denpasar
RCD05846,SHP01843,delivered,2024-04-04 00:36:00,Denpasar,
RCD05847,SHP01844,pickup_confirmed,2022-03-05 00:00:00,Jakarta,Pickup confirmed di lokasi pengirim
RCD05848,SHP01844,in_transit,2022-03-06 06:45:00,Transit Jakarta,Paket sedang dikirim menuju Bekasi
RCD05849,SHP01844,arrived_at_hub,2022-03-07 16:29:00,Hub Bekasi,Sorting di hub Bekasi
RCD05850,SHP01845,pickup_confirmed,2022-03-10 00:00:00,Jakarta,
RCD05851,SHP01845,delivered,2022-03-11 10:37:00,Pekanbaru,Delivered successfully
RCD05852,SHP01846,pickup_confirmed,2022-11-16 00:00:00,Pontianak,Paket dijemput kurir
RCD05853,SHP01846,arrived_at_hub,2022-11-16 00:07:00,Hub Singkawang,Paket tiba di hub Singkawang
RCD05854,SHP01846,out_for_delivery,2022-11-16 00:09:00,Singkawang,Out for delivery
RCD05855,SHP01846,delivered,2022-11-16 00:12:00,Singkawang,Berhasil diserahkan ke penerima
RCD05856,SHP01847,pickup_confirmed,2024-06-30 00:00:00,Palembang,
RCD05857,SHP01847,arrived_at_hub,2024-07-01 09:25:00,Hub Padang,Paket tiba di hub Padang
RCD05858,SHP01848,pickup_confirmed,2023-12-31 00:00:00,Bandung,
RCD05859,SHP01848,in_transit,2023-12-31 19:00:00,Transit Bandung,Transit menuju kota tujuan
RCD05860,SHP01848,arrived_at_hub,2024-01-02 01:41:00,Hub Bogor,
RCD05861,SHP01848,out_for_delivery,2024-01-02 02:29:00,Bogor,Kurir berangkat untuk pengantaran
RCD05862,SHP01848,delivered,2024-01-02 20:10:00,Bogor,Berhasil diserahkan ke penerima
RCD05863,SHP01849,pickup_confirmed,2022-06-24 00:00:00,Jakarta,Paket dijemput kurir
RCD05864,SHP01849,arrived_at_hub,2022-07-01 14:50:00,Hub Surabaya,Arrived at distribution center
RCD05865,SHP01849,delivered,2022-07-02 03:30:00,Surabaya,Berhasil diserahkan ke penerima
RCD05866,SHP01850,pickup_confirmed,2024-08-16 00:00:00,Semarang,Pickup confirmed di lokasi pengirim
RCD05867,SHP01850,in_transit,2024-08-16 17:02:00,Transit Semarang,Dalam perjalanan ke Medan
RCD05868,SHP01850,arrived_at_hub,2024-08-16 22:35:00,Hub Medan,Arrived at distribution center
RCD05869,SHP01851,pickup_confirmed,2023-10-05 00:00:00,Surabaya,Paket dijemput kurir
RCD05870,SHP01851,in_transit,2023-10-08 04:05:00,Transit Surabaya,Transit menuju kota tujuan
RCD05871,SHP01851,delivered,2023-10-08 07:07:00,Semarang,Paket diterima oleh penerima
RCD05872,SHP01852,pickup_confirmed,2022-01-23 00:00:00,Makassar,Kurir telah menjemput paket
RCD05873,SHP01852,arrived_at_hub,2022-01-23 12:32:00,Hub Denpasar,Arrived at distribution center
RCD05874,SHP01853,pickup_confirmed,2024-03-09 00:00:00,Denpasar,Paket dijemput kurir
RCD05875,SHP01853,delivered,2024-03-10 14:38:00,Lombok,
RCD05876,SHP01854,pickup_confirmed,2023-06-26 00:00:00,Surabaya,Pickup confirmed di lokasi pengirim
RCD05877,SHP01854,in_transit,2023-06-26 22:05:00,Transit Surabaya,Dalam perjalanan ke Denpasar
RCD05878,SHP01854,delivered,2023-06-26 22:18:00,Denpasar,Berhasil diserahkan ke penerima
RCD05879,SHP01855,pickup_confirmed,2022-09-21 00:00:00,Jakarta,Paket dijemput kurir
RCD05880,SHP01855,in_transit,2022-09-28 04:54:00,Transit Jakarta,Dalam perjalanan ke Banjarmasin
RCD05881,SHP01855,delivered,2022-09-28 15:21:00,Banjarmasin,Berhasil diserahkan ke penerima
RCD05882,SHP01856,pickup_confirmed,2024-09-28 00:00:00,Jakarta,
RCD05883,SHP01856,delivered,2024-09-30 03:13:00,Denpasar,Delivered successfully
RCD05884,SHP01857,pickup_confirmed,2024-07-13 00:00:00,Pekanbaru,
RCD05885,SHP01857,out_for_delivery,2024-07-18 00:43:00,Medan,Paket siap diantar ke alamat tujuan
RCD05886,SHP01857,failed_delivery,2024-07-20 06:54:00,Medan,Alamat tidak ditemukan
RCD05887,SHP01857,returned_to_sender,2024-07-21 15:11:00,Pekanbaru,
RCD05888,SHP01858,pickup_confirmed,2023-07-28 00:00:00,Bandung,Kurir telah menjemput paket
RCD05889,SHP01858,in_transit,2023-07-28 18:20:00,Transit Bandung,Paket sedang dikirim menuju Surabaya
RCD05890,SHP01858,arrived_at_hub,2023-07-29 20:04:00,Hub Surabaya,Arrived at distribution center
RCD05891,SHP01858,delivered,2023-07-30 05:13:00,Surabaya,Delivered successfully
RCD05892,SHP01859,pickup_confirmed,2023-12-03 00:00:00,Jakarta,Pickup confirmed di lokasi pengirim
RCD05893,SHP01859,delivered,2023-12-04 06:00:00,Makassar,Berhasil diserahkan ke penerima
RCD05894,SHP01860,pickup_confirmed,2025-01-10 00:00:00,Denpasar,Paket dijemput kurir
RCD05895,SHP01860,in_transit,2025-01-10 11:24:00,Transit Denpasar,
RCD05896,SHP01860,out_for_delivery,2025-01-10 18:56:00,Surabaya,Kurir berangkat untuk pengantaran
RCD05897,SHP01860,delivered,2025-01-10 20:44:00,Surabaya,Paket diterima oleh penerima
RCD05898,SHP01861,pickup_confirmed,2024-10-14 00:00:00,Denpasar,
RCD05899,SHP01861,out_for_delivery,2024-10-15 01:26:00,Mataram,Paket siap diantar ke alamat tujuan
RCD05900,SHP01861,delivered,2024-10-18 18:09:00,Mataram,
RCD05901,SHP01862,pickup_confirmed,2023-05-15 00:00:00,Medan,
RCD05902,SHP01862,delivered,2023-05-15 15:26:00,Banda Aceh,Delivered successfully
RCD05903,SHP01863,pickup_confirmed,2022-01-24 00:00:00,Bandung,Kurir telah menjemput paket
RCD05904,SHP01863,out_for_delivery,2022-01-24 20:12:00,Surabaya,Kurir berangkat untuk pengantaran
RCD05905,SHP01863,delivered,2022-01-27 15:05:00,Surabaya,Paket diterima oleh penerima
RCD05906,SHP01864,pickup_confirmed,2022-01-22 00:00:00,Yogyakarta,Pickup confirmed di lokasi pengirim
RCD05907,SHP01864,in_transit,2022-01-22 15:05:00,Transit Yogyakarta,Transit menuju kota tujuan
RCD05908,SHP01864,arrived_at_hub,2022-01-23 02:04:00,Hub Solo,Arrived at distribution center
RCD05909,SHP01864,delivered,2022-01-27 16:41:00,Solo,Berhasil diserahkan ke penerima
RCD05910,SHP01865,pickup_confirmed,2022-01-06 00:00:00,Makassar,Paket dijemput kurir
RCD05911,SHP01865,arrived_at_hub,2022-01-06 12:09:00,Hub Kendari,Paket tiba di hub Kendari
RCD05912,SHP01866,pickup_confirmed,2024-10-18 00:00:00,Makassar,Pickup confirmed di lokasi pengirim
RCD05913,SHP01866,delivered,2024-10-21 01:58:00,Balikpapan,Delivered successfully
RCD05914,SHP01867,pickup_confirmed,2024-03-09 00:00:00,Balikpapan,
RCD05915,SHP01867,arrived_at_hub,2024-03-11 03:36:00,Hub Makassar,Paket tiba di hub Makassar
RCD05916,SHP01867,delivered,2024-03-12 12:56:00,Makassar,Delivered successfully
RCD05917,SHP01868,pickup_confirmed,2024-05-29 00:00:00,Jakarta,Pickup confirmed di lokasi pengirim
RCD05918,SHP01868,arrived_at_hub,2024-05-30 23:43:00,Hub Surabaya,Sorting di hub Surabaya
RCD05919,SHP01868,delivered,2024-06-01 06:14:00,Surabaya,Delivered successfully
RCD05920,SHP01869,pickup_confirmed,2023-04-18 00:00:00,Palembang,
RCD05921,SHP01869,arrived_at_hub,2023-04-18 17:51:00,Hub Jakarta,Paket tiba di hub Jakarta
RCD05922,SHP01869,out_for_delivery,2023-04-18 17:53:00,Jakarta,Out for delivery
RCD05923,SHP01869,delivered,2023-04-18 19:01:00,Jakarta,
RCD05924,SHP01870,pickup_confirmed,2022-02-01 00:00:00,Medan,
RCD05925,SHP01870,arrived_at_hub,2022-02-02 22:33:00,Hub Jakarta,Sorting di hub Jakarta
RCD05926,SHP01871,pickup_confirmed,2022-04-19 00:00:00,Bandung,Pickup confirmed di lokasi pengirim
RCD05927,SHP01871,in_transit,2022-04-19 08:49:00,Transit Bandung,Paket sedang dikirim menuju Denpasar
RCD05928,SHP01871,out_for_delivery,2022-04-19 14:20:00,Denpasar,Kurir berangkat untuk pengantaran
RCD05929,SHP01871,delivered,2022-04-20 17:05:00,Denpasar,Paket diterima oleh penerima
RCD05930,SHP01872,pickup_confirmed,2024-03-12 00:00:00,Medan,Kurir telah menjemput paket
RCD05931,SHP01872,in_transit,2024-03-13 14:48:00,Transit Medan,Dalam perjalanan ke Palembang
RCD05932,SHP01872,arrived_at_hub,2024-03-14 01:52:00,Hub Palembang,
RCD05933,SHP01872,out_for_delivery,2024-03-14 16:56:00,Palembang,
RCD05934,SHP01872,delivered,2024-03-15 03:04:00,Palembang,Berhasil diserahkan ke penerima
RCD05935,SHP01873,pickup_confirmed,2023-05-25 00:00:00,Jakarta,Kurir telah menjemput paket
RCD05936,SHP01873,arrived_at_hub,2023-05-26 08:08:00,Hub Bogor,Paket tiba di hub Bogor
RCD05937,SHP01873,out_for_delivery,2023-05-26 10:28:00,Bogor,Paket siap diantar ke alamat tujuan
RCD05938,SHP01873,delivered,2023-05-26 11:05:00,Bogor,Berhasil diserahkan ke penerima
RCD05939,SHP01874,pickup_confirmed,2024-05-17 00:00:00,Jakarta,
RCD05940,SHP01874,out_for_delivery,2024-05-19 14:12:00,Pontianak,Out for delivery
RCD05941,SHP01874,delivered,2024-05-20 20:16:00,Pontianak,Berhasil diserahkan ke penerima
RCD05942,SHP01875,pickup_confirmed,2023-04-20 00:00:00,Pekanbaru,Pickup confirmed di lokasi pengirim
RCD05943,SHP01875,arrived_at_hub,2023-04-20 09:39:00,Hub Padang,Arrived at distribution center
RCD05944,SHP01875,delivered,2023-04-21 13:55:00,Padang,Delivered successfully
RCD05945,SHP01876,pickup_confirmed,2022-01-09 00:00:00,Balikpapan,
RCD05946,SHP01876,delivered,2022-01-09 12:02:00,Makassar,Berhasil diserahkan ke penerima
RCD05947,SHP01877,pickup_confirmed,2023-03-22 00:00:00,Surabaya,Kurir telah menjemput paket
RCD05948,SHP01877,arrived_at_hub,2023-03-23 19:40:00,Hub Pekanbaru,Paket tiba di hub Pekanbaru
RCD05949,SHP01878,pickup_confirmed,2022-07-01 00:00:00,Jakarta,Pickup confirmed di lokasi pengirim
RCD05950,SHP01878,arrived_at_hub,2022-07-01 00:23:00,Hub Manado,Paket tiba di hub Manado
RCD05951,SHP01878,out_for_delivery,2022-07-01 00:24:00,Manado,Paket siap diantar ke alamat tujuan
RCD05952,SHP01878,delivered,2022-07-01 00:39:00,Manado,Berhasil diserahkan ke penerima
RCD05953,SHP01879,pickup_confirmed,2024-09-14 00:00:00,Bandung,Kurir telah menjemput paket
RCD05954,SHP01879,in_transit,2024-09-18 07:30:00,Transit Bandung,
RCD05955,SHP01879,failed_delivery,2024-09-19 16:52:00,Bogor,Pengantaran gagal — penerima tidak ada
RCD05956,SHP01879,returned_to_sender,2024-09-20 02:25:00,Bandung,Dikembalikan setelah gagal antar
RCD05957,SHP01880,pickup_confirmed,2024-09-22 00:00:00,Palembang,
RCD05958,SHP01880,delivered,2024-09-23 02:21:00,Padang,Berhasil diserahkan ke penerima
RCD05959,SHP01881,pickup_confirmed,2022-05-31 00:00:00,Jakarta,Pickup confirmed di lokasi pengirim
RCD05960,SHP01881,arrived_at_hub,2022-06-02 16:57:00,Hub Semarang,Sorting di hub Semarang
RCD05961,SHP01882,pickup_confirmed,2023-04-20 00:00:00,Bandung,
RCD05962,SHP01882,out_for_delivery,2023-04-23 15:38:00,Semarang,
RCD05963,SHP01882,failed_delivery,2023-04-23 15:48:00,Semarang,Penerima tidak di tempat
RCD05964,SHP01882,returned_to_sender,2023-04-23 23:55:00,Bandung,Dikembalikan setelah gagal antar
RCD05965,SHP01883,pickup_confirmed,2024-07-17 00:00:00,Palembang,
RCD05966,SHP01883,delivered,2024-07-18 08:28:00,Jakarta,
RCD05967,SHP01884,pickup_confirmed,2024-07-20 00:00:00,Denpasar,Paket dijemput kurir
RCD05968,SHP01884,delivered,2024-07-21 10:07:00,Lombok,Berhasil diserahkan ke penerima
RCD05969,SHP01885,pickup_confirmed,2024-05-10 00:00:00,Jakarta,
RCD05970,SHP01885,out_for_delivery,2024-05-12 08:51:00,Medan,Kurir berangkat untuk pengantaran
RCD05971,SHP01885,delivered,2024-05-14 14:22:00,Medan,Berhasil diserahkan ke penerima
RCD05972,SHP01886,pickup_confirmed,2023-07-30 00:00:00,Semarang,Pickup confirmed di lokasi pengirim
RCD05973,SHP01886,delivered,2023-07-31 13:03:00,Surabaya,
RCD05974,SHP01887,pickup_confirmed,2024-03-03 00:00:00,Palembang,Pickup confirmed di lokasi pengirim
RCD05975,SHP01887,in_transit,2024-03-04 13:26:00,Transit Palembang,Paket sedang dikirim menuju Jakarta
RCD05976,SHP01887,arrived_at_hub,2024-03-04 22:49:00,Hub Jakarta,
RCD05977,SHP01888,pickup_confirmed,2024-01-08 00:00:00,Semarang,Kurir telah menjemput paket
RCD05978,SHP01888,arrived_at_hub,2024-01-10 15:27:00,Hub Denpasar,
RCD05979,SHP01888,delivered,2024-01-11 00:57:00,Denpasar,Delivered successfully
RCD05980,SHP01889,pickup_confirmed,2024-08-26 00:00:00,Yogyakarta,
RCD05981,SHP01889,out_for_delivery,2024-08-26 07:56:00,Solo,Kurir berangkat untuk pengantaran
RCD05982,SHP01889,delivered,2024-08-26 19:58:00,Solo,Berhasil diserahkan ke penerima
RCD05983,SHP01890,pickup_confirmed,2022-11-07 00:00:00,Medan,Pickup confirmed di lokasi pengirim
RCD05984,SHP01890,out_for_delivery,2022-11-09 05:07:00,Pekanbaru,Kurir berangkat untuk pengantaran
RCD05985,SHP01890,delivered,2022-11-09 05:23:00,Pekanbaru,
RCD05986,SHP01891,pickup_confirmed,2023-02-21 00:00:00,Surabaya,Kurir telah menjemput paket
RCD05987,SHP01891,delivered,2023-02-21 05:51:00,Medan,Paket diterima oleh penerima
RCD05988,SHP01892,pickup_confirmed,2024-02-16 00:00:00,Bandung,Paket dijemput kurir
RCD05989,SHP01892,arrived_at_hub,2024-02-19 03:27:00,Hub Yogyakarta,Paket tiba di hub Yogyakarta
RCD05990,SHP01892,delivered,2024-02-19 11:21:00,Yogyakarta,Paket diterima oleh penerima
RCD05991,SHP01893,pickup_confirmed,2022-03-11 00:00:00,Makassar,Paket dijemput kurir
RCD05992,SHP01893,arrived_at_hub,2022-03-13 01:34:00,Hub Denpasar,Paket tiba di hub Denpasar
RCD05993,SHP01893,out_for_delivery,2022-03-13 08:49:00,Denpasar,Out for delivery
RCD05994,SHP01893,delivered,2022-03-13 23:14:00,Denpasar,Berhasil diserahkan ke penerima
RCD05995,SHP01894,pickup_confirmed,2024-04-12 00:00:00,Denpasar,Pickup confirmed di lokasi pengirim
RCD05996,SHP01894,out_for_delivery,2024-04-13 06:52:00,Mataram,Out for delivery
RCD05997,SHP01894,delivered,2024-04-13 22:25:00,Mataram,Delivered successfully
RCD05998,SHP01895,pickup_confirmed,2024-06-15 00:00:00,Yogyakarta,Pickup confirmed di lokasi pengirim
RCD05999,SHP01895,in_transit,2024-06-15 11:47:00,Transit Yogyakarta,Transit menuju kota tujuan
RCD06000,SHP01895,delivered,2024-06-16 02:42:00,Semarang,
RCD06001,SHP01896,pickup_confirmed,2024-04-13 00:00:00,Jakarta,Paket dijemput kurir
RCD06002,SHP01896,in_transit,2024-04-17 04:06:00,Transit Jakarta,Dalam perjalanan ke Manado
RCD06003,SHP01896,arrived_at_hub,2024-04-18 10:34:00,Hub Manado,Paket tiba di hub Manado
RCD06004,SHP01896,delivered,2024-04-20 06:47:00,Manado,Paket diterima oleh penerima
RCD06005,SHP01897,pickup_confirmed,2022-10-21 00:00:00,Bandung,Paket dijemput kurir
RCD06006,SHP01897,in_transit,2022-10-23 08:11:00,Transit Bandung,Dalam perjalanan ke Malang
RCD06007,SHP01897,returned_to_sender,2022-10-26 15:37:00,Bandung,Return to sender — pengantaran gagal 3x
RCD06008,SHP01898,pickup_confirmed,2022-02-26 00:00:00,Pontianak,Pickup confirmed di lokasi pengirim
RCD06009,SHP01898,arrived_at_hub,2022-02-26 10:00:00,Hub Jakarta,Sorting di hub Jakarta
RCD06010,SHP01898,delivered,2022-02-27 03:29:00,Jakarta,Delivered successfully
RCD06011,SHP01899,pickup_confirmed,2023-01-26 00:00:00,Pekanbaru,Paket dijemput kurir
